,index,pandas_function,num_np_calls,np_calls,np_calls_w_args
11935,26481,/tseries/frequencies.py_is_unique_asi8,0,[],[]
11936,26480,/tseries/frequencies.py_is_unique,0,[],[]
11937,26477,/tseries/frequencies.py___init__,0,[],[]
11938,26476,/tseries/frequencies.py_infer_freq,0,[],[]
11939,26475,/tseries/frequencies.py_get_period_alias,0,[],[]
11940,26474,/_libs/src/parser/pd_parser.c_PyInit_pandas_parser,0,[],[]
11941,26473,/_libs/src/parser/pd_parser.c_pandas_parser_exec,0,[],[]
11942,26472,/_libs/src/parser/pd_parser.c_pandas_parser_destructor,0,[],[]
11943,26471,/_libs/src/parser/pd_parser.c_floatify,0,[],[]
11944,26470,/_libs/src/parser/pd_parser.c_to_double,0,[],[]
11945,26469,/_libs/src/parser/tokenizer.c_str_to_uint64,0,[],[]
11946,26468,/_libs/src/parser/tokenizer.c_str_to_int64,0,[],[]
11947,26467,/_libs/src/parser/tokenizer.c_uint64_conflict,0,[],[]
11948,26466,/_libs/src/parser/tokenizer.c_uint_state_init,0,[],[]
11949,26465,/_libs/src/parser/tokenizer.c_round_trip,0,[],[]
11950,26358,/_libs/src/vendored/ujson/python/objToJSON.c_Series_iterGetValue,0,[],[]
11951,26356,/_libs/src/vendored/ujson/python/objToJSON.c_Series_iterNext,0,[],[]
11952,26176,/core/reshape/reshape.py__convert_level_number,0,[],[]
11953,26240,/core/reshape/merge.py__items_overlap_with_suffix,0,[],[]
11954,26249,/_libs/src/datetime/pd_datetime.c_PyDateTimeToIso,0,[],[]
11955,26248,/_libs/src/datetime/pd_datetime.c_convert_pydatetime_to_datetimestruct,0,[],[]
11956,26247,/_libs/src/datetime/pd_datetime.c_pandas_datetime_destructor,0,[],[]
11957,26246,/core/reshape/encoding.py_from_dummies,0,[],[]
11958,26244,/core/reshape/encoding.py__get_dummies_1d,0,[],[]
11959,26243,/core/reshape/encoding.py_check_len,0,[],[]
11960,26242,/core/reshape/encoding.py_get_dummies,0,[],[]
11961,26241,/core/reshape/merge.py_renamer,0,[],[]
11962,26239,/core/reshape/merge.py__validate_operand,0,[],[]
11963,26355,/_libs/src/vendored/ujson/python/objToJSON.c_Series_iterBegin,0,[],[]
11964,26238,/core/reshape/merge.py__any,0,[],[]
11965,26237,/core/reshape/merge.py__should_fill,0,[],[]
11966,26234,/core/reshape/merge.py__convert_arrays_and_get_rizer_klass,0,[],[]
11967,26233,/core/reshape/merge.py__factorize_keys,0,[],[]
11968,26232,/core/reshape/merge.py__left_join_on_index,0,[],[]
11969,26231,/core/reshape/merge.py__get_no_sort_one_missing_indexer,0,[],[]
11970,26229,/core/reshape/merge.py__get_multiindex_indexer,0,[],[]
11971,26227,/core/reshape/merge.py__convert_values_for_libjoin,0,[],[]
11972,26250,/_libs/src/datetime/pd_datetime.c_PyDateTimeToEpoch,0,[],[]
11973,26251,/_libs/src/datetime/pd_datetime.c_pandas_datetime_exec,0,[],[]
11974,26252,/_libs/src/datetime/pd_datetime.c_PyInit_pandas_datetime,0,[],[]
11975,26253,/_libs/src/datetime/date_conversions.c_scaleNanosecToUnit,0,[],[]
11976,26270,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendShortHexUnchecked,0,[],[]
11977,26269,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_Realloc,0,[],[]
11978,26268,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_SetError,0,[],[]
11979,26267,/_libs/src/vendored/ujson/lib/ultrajsondec.c_JSON_DecodeObject,0,[],[]
11980,26266,/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_object,0,[],[]
11981,26265,/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_array,0,[],[]
11982,26264,/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_string,0,[],[]
11983,26263,/_libs/src/vendored/ujson/lib/ultrajsondec.c_SkipWhitespace,0,[],[]
11984,26262,/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_null,0,[],[]
11985,26261,/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_false,0,[],[]
11986,26260,/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_true,0,[],[]
11987,26259,/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_numeric,0,[],[]
11988,26258,/_libs/src/vendored/ujson/lib/ultrajsondec.c_decodePreciseFloat,0,[],[]
11989,26257,/_libs/src/vendored/ujson/lib/ultrajsondec.c_createDouble,0,[],[]
11990,26256,/_libs/src/vendored/ujson/lib/ultrajsondec.c_SetError,0,[],[]
11991,26255,/_libs/src/datetime/date_conversions.c_int64ToIsoDuration,0,[],[]
11992,26254,/_libs/src/datetime/date_conversions.c_int64ToIso,0,[],[]
11993,26226,/core/reshape/merge.py__validate_tolerance,0,[],[]
11994,26225,/core/reshape/merge.py__check_dtype_match,0,[],[]
11995,26224,/core/reshape/merge.py__maybe_require_matching_dtypes,0,[],[]
11996,26197,/core/reshape/merge.py_merge_asof,0,[],[]
11997,26195,/core/reshape/merge.py__groupby_and_merge,0,[],[]
11998,26194,/core/reshape/merge.py__cross_merge,0,[],[]
11999,26193,/core/reshape/merge.py_merge,0,[],[]
12000,26192,/core/reshape/pivot.py_get_duplicates,0,[],[]
12001,26191,/core/reshape/pivot.py__build_names_mapper,0,[],[]
12002,26190,/core/reshape/pivot.py__get_names,0,[],[]
12003,26189,/core/reshape/pivot.py_crosstab,0,[],[]
12004,26188,/core/reshape/pivot.py_pivot,0,[],[]
12005,26186,/core/reshape/pivot.py__all_key,0,[],[]
12006,26185,/core/reshape/pivot.py__generate_marginal_results_without_values,0,[],[]
12007,26184,/core/reshape/pivot.py__all_key,0,[],[]
12008,26183,/core/reshape/pivot.py__generate_marginal_results,0,[],[]
12009,26182,/core/reshape/pivot.py__compute_grand_margin,0,[],[]
12010,26181,/core/reshape/pivot.py__add_margins,0,[],[]
12011,26180,/core/reshape/pivot.py___internal_pivot_table,0,[],[]
12012,26179,/core/reshape/pivot.py_pivot_table,0,[],[]
12013,26177,/core/reshape/reshape.py__reorder_for_extension_array_stack,0,[],[]
12014,26196,/core/reshape/merge.py_merge_ordered,0,[],[]
12015,26198,/core/reshape/merge.py___init__,0,[],[]
12016,26223,/core/reshape/merge.py__validate_left_right_on,0,[],[]
12017,26199,/core/reshape/merge.py__maybe_require_matching_dtypes,0,[],[]
12018,26222,/core/reshape/merge.py___init__,0,[],[]
12019,26221,/core/reshape/merge.py__asof_by_function,0,[],[]
12020,26219,/core/reshape/merge.py___init__,0,[],[]
12021,26218,/core/reshape/merge.py__convert_to_multiindex,0,[],[]
12022,26216,/core/reshape/merge.py_get_join_indexers_non_unique,0,[],[]
12023,26215,/core/reshape/merge.py_get_join_indexers,0,[],[]
12024,26214,/core/reshape/merge.py__validate_validate_kwd,0,[],[]
12025,26213,/core/reshape/merge.py__validate_left_right_on,0,[],[]
12026,26211,/core/reshape/merge.py__get_merge_keys,0,[],[]
12027,26209,/core/reshape/merge.py__get_join_info,0,[],[]
12028,26208,/core/reshape/merge.py__get_join_indexers,0,[],[]
12029,26206,/core/reshape/merge.py__maybe_restore_index_levels,0,[],[]
12030,26205,/core/reshape/merge.py__indicator_post_merge,0,[],[]
12031,26204,/core/reshape/merge.py__indicator_pre_merge,0,[],[]
12032,26203,/core/reshape/merge.py__indicator_name,0,[],[]
12033,26202,/core/reshape/merge.py_get_result,0,[],[]
12034,26200,/core/reshape/merge.py__validate_tolerance,0,[],[]
12035,26271,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_EscapeStringUnvalidated,0,[],[]
12036,26272,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_EscapeStringValidated,0,[],[]
12037,26273,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_strreverse,0,[],[]
12038,26335,/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterBegin,0,[],[]
12039,26333,/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterGetValue,0,[],[]
12040,26332,/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterEnd,0,[],[]
12041,26331,/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterNext,0,[],[]
12042,26330,/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterBegin,0,[],[]
12043,26329,/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterEnd,0,[],[]
12044,26328,/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterBegin,0,[],[]
12045,26327,/_libs/src/vendored/ujson/python/objToJSON.c_PdBlockPassThru_iterBegin,0,[],[]
12046,26326,/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterNext,0,[],[]
12047,26325,/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterGetName_Transpose,0,[],[]
12048,26324,/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterGetName,0,[],[]
12049,26323,/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterNextItem,0,[],[]
12050,26322,/_libs/src/vendored/ujson/python/objToJSON.c_PdBlockPassThru_iterEnd,0,[],[]
12051,26321,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterGetName,0,[],[]
12052,26320,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterGetValue,0,[],[]
12053,26319,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterNext,0,[],[]
12054,26318,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterNextItem,0,[],[]
12055,26317,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArrPassThru_iterEnd,0,[],[]
12056,26334,/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterGetName,0,[],[]
12057,26336,/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterNext,0,[],[]
12058,26315,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterEnd,0,[],[]
12059,26337,/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterEnd,0,[],[]
12060,26354,/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterGetName,0,[],[]
12061,26353,/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterGetValue,0,[],[]
12062,26352,/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterEnd,0,[],[]
12063,26351,/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterNext,0,[],[]
12064,26350,/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterBegin,0,[],[]
12065,26349,/_libs/src/vendored/ujson/python/objToJSON.c_List_iterGetName,0,[],[]
12066,26348,/_libs/src/vendored/ujson/python/objToJSON.c_List_iterGetValue,0,[],[]
12067,26347,/_libs/src/vendored/ujson/python/objToJSON.c_List_iterEnd,0,[],[]
12068,26346,/_libs/src/vendored/ujson/python/objToJSON.c_List_iterNext,0,[],[]
12069,26345,/_libs/src/vendored/ujson/python/objToJSON.c_List_iterBegin,0,[],[]
12070,26344,/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterGetName,0,[],[]
12071,26343,/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterGetValue,0,[],[]
12072,26342,/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterNext,0,[],[]
12073,26341,/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterEnd,0,[],[]
12074,26340,/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterBegin,0,[],[]
12075,26339,/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterGetName,0,[],[]
12076,26338,/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterGetValue,0,[],[]
12077,26316,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArrPassThru_iterBegin,0,[],[]
12078,26314,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterBegin,0,[],[]
12079,26274,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendIndentNewlineUnchecked,0,[],[]
12080,26293,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newInteger,0,[],[]
12081,26291,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newArray,0,[],[]
12082,26290,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_endObject,0,[],[]
12083,26289,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newObject,0,[],[]
12084,26288,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newNegInf,0,[],[]
12085,26287,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newPosInf,0,[],[]
12086,26286,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newNull,0,[],[]
12087,26285,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newFalse,0,[],[]
12088,26284,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newTrue,0,[],[]
12089,26283,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newString,0,[],[]
12090,26282,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_arrayAddItem,0,[],[]
12091,26281,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_objectAddKey,0,[],[]
12092,26280,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_JSON_EncodeObject,0,[],[]
12093,26279,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_encode,0,[],[]
12094,26278,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendDoubleUnchecked,0,[],[]
12095,26277,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendLongUnchecked,0,[],[]
12096,26276,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendIntUnchecked,0,[],[]
12097,26275,/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendIndentUnchecked,0,[],[]
12098,26292,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_endArray,0,[],[]
12099,26294,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newLong,0,[],[]
12100,26313,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterNextNone,0,[],[]
12101,26295,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newUnsignedLong,0,[],[]
12102,26312,/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_freeItemValue,0,[],[]
12103,26311,/_libs/src/vendored/ujson/python/objToJSON.c_PyTimeToJSON,0,[],[]
12104,26310,/_libs/src/vendored/ujson/python/objToJSON.c_PyDateTimeToIsoCallback,0,[],[]
12105,26309,/_libs/src/vendored/ujson/python/objToJSON.c_NpyTimeDeltaToIsoCallback,0,[],[]
12106,26308,/_libs/src/vendored/ujson/python/objToJSON.c_NpyDateTimeToIsoCallback,0,[],[]
12107,26307,/_libs/src/vendored/ujson/python/objToJSON.c_PyUnicodeToUTF8,0,[],[]
12108,26306,/_libs/src/vendored/ujson/python/objToJSON.c_PyBytesToUTF8,0,[],[]
12109,26305,/_libs/src/vendored/ujson/python/objToJSON.c_total_seconds,0,[],[]
12110,26304,/_libs/src/vendored/ujson/python/objToJSON.c_get_long_attr,0,[],[]
12111,26303,/_libs/src/vendored/ujson/python/objToJSON.c_get_attr_length,0,[],[]
12112,26302,/_libs/src/vendored/ujson/python/objToJSON.c_get_sub_attr,0,[],[]
12113,26301,/_libs/src/vendored/ujson/python/objToJSON.c_get_values,0,[],[]
12114,26300,/_libs/src/vendored/ujson/python/objToJSON.c_createTypeContext,0,[],[]
12115,26299,/_libs/src/vendored/ujson/python/objToJSON.c_get_nat,0,[],[]
12116,26298,/_libs/src/vendored/ujson/python/JSONtoObj.c_JSONToObj,0,[],[]
12117,26297,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_releaseObject,0,[],[]
12118,26296,/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newDouble,0,[],[]
12119,25678,/core/internals/managers.py_raise_construction_error,0,[],[]
12120,25677,/core/internals/managers.py_create_block_manager_from_column_arrays,0,[],[]
12121,25676,/core/internals/managers.py_create_block_manager_from_blocks,0,[],[]
12122,25112,/core/indexes/multi.py__recode_for_new_levels,0,[],[]
12123,25121,/core/indexes/multi.py__raise_if_missing,0,[],[]
12124,25120,/core/indexes/multi.py__get_indexer_strict,0,[],[]
12125,25119,/core/indexes/multi.py__should_fallback_to_positional,0,[],[]
12126,25118,/core/indexes/multi.py__check_indexing_error,0,[],[]
12127,25117,/core/indexes/multi.py__maybe_preserve_names,0,[],[]
12128,25116,/core/indexes/multi.py__wrap_reindex_result,0,[],[]
12129,25115,/core/indexes/multi.py_sortlevel,0,[],[]
12130,25113,/core/indexes/multi.py__get_codes_for_sorting,0,[],[]
12131,25111,/core/indexes/multi.py__reorder_ilevels,0,[],[]
12132,25045,/core/indexes/multi.py__verify_integrity,0,[],[]
12133,25110,/core/indexes/multi.py_reorder_levels,0,[],[]
12134,25109,/core/indexes/multi.py_swaplevel,0,[],[]
12135,25108,/core/indexes/multi.py__drop_from_level,0,[],[]
12136,25105,/core/indexes/multi.py_argsort,0,[],[]
12137,25103,/core/indexes/multi.py_take,0,[],[]
12138,25102,/core/indexes/multi.py__getitem_slice,0,[],[]
12139,25100,/core/indexes/multi.py___reduce__,0,[],[]
12140,25098,/core/indexes/multi.py__sort_levels_monotonic,0,[],[]
12141,25123,/core/indexes/multi.py_get_slice_bound,0,[],[]
12142,25124,/core/indexes/multi.py_slice_locs,0,[],[]
12143,25126,/core/indexes/multi.py__get_loc_single_level_index,0,[],[]
12144,25127,/core/indexes/multi.py_get_loc,0,[],[]
12145,25156,/core/indexes/multi.py_maybe_droplevels,0,[],[]
12146,25154,/core/indexes/multi.py_sparsify_labels,0,[],[]
12147,25149,/core/indexes/multi.py_putmask,0,[],[]
12148,25148,/core/indexes/multi.py__validate_fill_value,0,[],[]
12149,25147,/core/indexes/multi.py_astype,0,[],[]
12150,25146,/core/indexes/multi.py__convert_can_do_setop,0,[],[]
12151,25145,/core/indexes/multi.py__wrap_difference_result,0,[],[]
12152,25144,/core/indexes/multi.py__wrap_intersection_result,0,[],[]
12153,25143,/core/indexes/multi.py__maybe_match_names,0,[],[]
12154,25142,/core/indexes/multi.py__get_reconciled_name_object,0,[],[]
12155,25141,/core/indexes/multi.py__is_comparable_dtype,0,[],[]
12156,25140,/core/indexes/multi.py__union,0,[],[]
12157,25139,/core/indexes/multi.py_equal_levels,0,[],[]
12158,25137,/core/indexes/multi.py_truncate,0,[],[]
12159,25131,/core/indexes/multi.py_maybe_mi_droplevels,0,[],[]
12160,25130,/core/indexes/multi.py__get_loc_level,0,[],[]
12161,25129,/core/indexes/multi.py_get_loc_level,0,[],[]
12162,25097,/core/indexes/multi.py__lexsort_depth,0,[],[]
12163,25096,/core/indexes/multi.py__is_lexsorted,0,[],[]
12164,25095,/core/indexes/multi.py_to_flat_index,0,[],[]
12165,25070,/core/indexes/multi.py_view,0,[],[]
12166,25067,/core/indexes/multi.py__view,0,[],[]
12167,25065,/core/indexes/multi.py__constructor,0,[],[]
12168,25063,/core/indexes/multi.py_set_codes,0,[],[]
12169,25062,/core/indexes/multi.py__set_codes,0,[],[]
12170,25061,/core/indexes/multi.py_codes,0,[],[]
12171,25060,/core/indexes/multi.py_levshape,0,[],[]
12172,25059,/core/indexes/multi.py_nlevels,0,[],[]
12173,25058,/core/indexes/multi.py_set_levels,0,[],[]
12174,25057,/core/indexes/multi.py__set_levels,0,[],[]
12175,25056,/core/indexes/multi.py_levels,0,[],[]
12176,25055,/core/indexes/multi.py_size,0,[],[]
12177,25054,/core/indexes/multi.py___len__,0,[],[]
12178,25053,/core/indexes/multi.py_dtypes,0,[],[]
12179,25052,/core/indexes/multi.py_array,0,[],[]
12180,25049,/core/indexes/multi.py_from_frame,0,[],[]
12181,25048,/core/indexes/multi.py_from_product,0,[],[]
12182,25047,/core/indexes/multi.py_from_tuples,0,[],[]
12183,25068,/core/indexes/multi.py_copy,0,[],[]
12184,25071,/core/indexes/multi.py___contains__,0,[],[]
12185,25094,/core/indexes/multi.py_to_frame,0,[],[]
12186,25073,/core/indexes/multi.py__is_memory_usage_qualified,0,[],[]
12187,25093,/core/indexes/multi.py_unique,0,[],[]
12188,25092,/core/indexes/multi.py_get_level_values,0,[],[]
12189,25091,/core/indexes/multi.py__get_level_values,0,[],[]
12190,25089,/core/indexes/multi.py_fillna,0,[],[]
12191,25087,/core/indexes/multi.py__inferred_type_levels,0,[],[]
12192,25086,/core/indexes/multi.py_is_monotonic_decreasing,0,[],[]
12193,25084,/core/indexes/multi.py__get_level_number,0,[],[]
12194,25083,/core/indexes/multi.py_inferred_type,0,[],[]
12195,25082,/core/indexes/multi.py__set_names,0,[],[]
12196,25081,/core/indexes/multi.py__get_names,0,[],[]
12197,25080,/core/indexes/multi.py__format_multi,0,[],[]
12198,25079,/core/indexes/multi.py__get_values_for_csv,0,[],[]
12199,25078,/core/indexes/multi.py__formatter_func,0,[],[]
12200,25077,/core/indexes/multi.py__nbytes,0,[],[]
12201,25076,/core/indexes/multi.py_nbytes,0,[],[]
12202,25075,/core/indexes/multi.py_memory_usage,0,[],[]
12203,25074,/core/indexes/multi.py_f,0,[],[]
12204,25158,/core/indexes/multi.py__require_listlike,0,[],[]
12205,25159,/core/indexes/accessors.py___init__,0,[],[]
12206,25160,/core/indexes/accessors.py__get_values,0,[],[]
12207,25230,/core/computation/scope.py___delitem__,0,[],[]
12208,25226,/core/computation/expr.py_names,0,[],[]
12209,25225,/core/computation/expr.py_parse,0,[],[]
12210,25224,/core/computation/expr.py___len__,0,[],[]
12211,25223,/core/computation/expr.py___repr__,0,[],[]
12212,25222,/core/computation/expr.py___call__,0,[],[]
12213,25221,/core/computation/expr.py_assigner,0,[],[]
12214,25220,/core/computation/expr.py___init__,0,[],[]
12215,25219,/core/computation/expr.py___init__,0,[],[]
12216,25218,/core/computation/expr.py_visitor,0,[],[]
12217,25217,/core/computation/expr.py_visit_BoolOp,0,[],[]
12218,25216,/core/computation/expr.py__try_visit_binop,0,[],[]
12219,25215,/core/computation/expr.py_visit_Compare,0,[],[]
12220,25214,/core/computation/expr.py_translate_In,0,[],[]
12221,25213,/core/computation/expr.py_visit_Call,0,[],[]
12222,25212,/core/computation/expr.py_visit_Attribute,0,[],[]
12223,25211,/core/computation/expr.py_visit_Assign,0,[],[]
12224,25210,/core/computation/expr.py_visit_Slice,0,[],[]
12225,25229,/core/computation/scope.py___setitem__,0,[],[]
12226,25231,/core/computation/scope.py_ensure_scope,0,[],[]
12227,25208,/core/computation/expr.py_visit_Index,0,[],[]
12228,25232,/core/computation/scope.py__replacer,0,[],[]
12229,25249,/core/computation/expressions.py__evaluate_numexpr,0,[],[]
12230,25248,/core/computation/expressions.py__can_use_numexpr,0,[],[]
12231,25247,/core/computation/expressions.py__evaluate_standard,0,[],[]
12232,25246,/core/computation/expressions.py_set_numexpr_threads,0,[],[]
12233,25245,/core/computation/expressions.py_set_use_numexpr,0,[],[]
12234,25244,/core/computation/scope.py_full_scope,0,[],[]
12235,25243,/core/computation/scope.py_ntemps,0,[],[]
12236,25242,/core/computation/scope.py_add_tmp,0,[],[]
12237,25241,/core/computation/scope.py__update,0,[],[]
12238,25240,/core/computation/scope.py__get_vars,0,[],[]
12239,25239,/core/computation/scope.py_swapkey,0,[],[]
12240,25238,/core/computation/scope.py_resolve,0,[],[]
12241,25237,/core/computation/scope.py_has_resolvers,0,[],[]
12242,25236,/core/computation/scope.py___repr__,0,[],[]
12243,25235,/core/computation/scope.py___init__,0,[],[]
12244,25234,/core/computation/scope.py__get_pretty_string,0,[],[]
12245,25233,/core/computation/scope.py__raw_hex_id,0,[],[]
12246,25209,/core/computation/expr.py_visit_Subscript,0,[],[]
12247,25207,/core/computation/expr.py_visit_List,0,[],[]
12248,25162,/core/indexes/accessors.py__delegate_property_set,0,[],[]
12249,25185,/core/computation/expr.py_disallow,0,[],[]
12250,25183,/core/computation/expr.py__node_not_implemented,0,[],[]
12251,25182,/core/computation/expr.py__filter_nodes,0,[],[]
12252,25181,/core/computation/expr.py__preparse,0,[],[]
12253,25180,/core/computation/expr.py__compose,0,[],[]
12254,25179,/core/computation/expr.py__replace_locals,0,[],[]
12255,25178,/core/computation/expr.py__replace_booleans,0,[],[]
12256,25177,/core/computation/expr.py__rewrite_assign,0,[],[]
12257,25176,/core/indexes/accessors.py___new__,0,[],[]
12258,25175,/core/indexes/accessors.py_freq,0,[],[]
12259,25172,/core/indexes/accessors.py_isocalendar,0,[],[]
12260,25171,/core/indexes/accessors.py_freq,0,[],[]
12261,25169,/core/indexes/accessors.py_components,0,[],[]
12262,25168,/core/indexes/accessors.py_isocalendar,0,[],[]
12263,25166,/core/indexes/accessors.py_to_pytimedelta,0,[],[]
12264,25165,/core/indexes/accessors.py__delegate_method,0,[],[]
12265,25164,/core/indexes/accessors.py__delegate_property_get,0,[],[]
12266,25163,/core/indexes/accessors.py___init__,0,[],[]
12267,25184,/core/computation/expr.py_f,0,[],[]
12268,25186,/core/computation/expr.py_disallowed,0,[],[]
12269,25206,/core/computation/expr.py_visit_Str,0,[],[]
12270,25187,/core/computation/expr.py__op_maker,0,[],[]
12271,25205,/core/computation/expr.py_visit_Constant,0,[],[]
12272,25204,/core/computation/expr.py_visit_Num,0,[],[]
12273,25203,/core/computation/expr.py_visit_NameConstant,0,[],[]
12274,25202,/core/computation/expr.py_visit_Name,0,[],[]
12275,25201,/core/computation/expr.py_visit_UnaryOp,0,[],[]
12276,25200,/core/computation/expr.py_visit_BinOp,0,[],[]
12277,25199,/core/computation/expr.py__maybe_evaluate_binop,0,[],[]
12278,25198,/core/computation/expr.py__maybe_eval,0,[],[]
12279,25196,/core/computation/expr.py__maybe_transform_eq_ne,0,[],[]
12280,25195,/core/computation/expr.py__rewrite_membership_op,0,[],[]
12281,25194,/core/computation/expr.py_visit_Expr,0,[],[]
12282,25193,/core/computation/expr.py_visit_Module,0,[],[]
12283,25192,/core/computation/expr.py_visit,0,[],[]
12284,25191,/core/computation/expr.py___init__,0,[],[]
12285,25190,/core/computation/expr.py_f,0,[],[]
12286,25189,/core/computation/expr.py_add_ops,0,[],[]
12287,25188,/core/computation/expr.py_f,0,[],[]
12288,25046,/core/indexes/multi.py_from_arrays,0,[],[]
12289,25043,/core/indexes/multi.py___new__,0,[],[]
12290,25253,/core/computation/expressions.py__bool_arith_fallback,0,[],[]
12291,24904,/core/indexes/base.py___neg__,0,[],[]
12292,24916,/core/indexes/base.py_ensure_index,0,[],[]
12293,24915,/core/indexes/base.py_ensure_index_from_sequences,0,[],[]
12294,24914,/core/indexes/base.py_shape,0,[],[]
12295,24911,/core/indexes/base.py_argmax,0,[],[]
12296,24910,/core/indexes/base.py_argmin,0,[],[]
12297,24909,/core/indexes/base.py__maybe_disable_logical_methods,0,[],[]
12298,24906,/core/indexes/base.py___invert__,0,[],[]
12299,24905,/core/indexes/base.py___pos__,0,[],[]
12300,24903,/core/indexes/base.py___abs__,0,[],[]
12301,25042,/core/indexes/multi.py_new_meth,0,[],[]
12302,24902,/core/indexes/base.py__unary_method,0,[],[]
12303,24901,/core/indexes/base.py__arith_method,0,[],[]
12304,24900,/core/indexes/base.py__construct_result,0,[],[]
12305,24899,/core/indexes/base.py__logical_method,0,[],[]
12306,24897,/core/indexes/base.py_round,0,[],[]
12307,24896,/core/indexes/base.py_diff,0,[],[]
12308,24891,/core/indexes/base.py_slice_locs,0,[],[]
12309,24889,/core/indexes/base.py__searchsorted_monotonic,0,[],[]
12310,24917,/core/indexes/base.py_ensure_has_len,0,[],[]
12311,24918,/core/indexes/base.py_trim_front,0,[],[]
12312,24919,/core/indexes/base.py__validate_join_method,0,[],[]
12313,24920,/core/indexes/base.py_maybe_extract_name,0,[],[]
12314,24942,/core/indexes/period.py__convert_tolerance,0,[],[]
12315,24941,/core/indexes/period.py_inferred_type,0,[],[]
