statsmodels_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/discrete/count_model.py__hessian_main,0.71,7,5,['exp' 'zeros' 'exp' 'finfo' 'nonzero' 'zeros' 'clip'],"['numeric.exp' 'array_api._creation_functions.zeros'
 'array_api._elementwise_functions.exp'
 'array_api._searching_functions.nonzero' 'pdarraycreation.zeros']"
/discrete/count_model.py__hessian_probit,1.0,0,0,[],[]
/discrete/count_model.py__predict_prob,0.5,8,4,['arange' 'arange' 'nextafter' 'max' 'max' 'atleast_2d' 'clip' 'finfo'],"['pdarraycreation.arange' 'array_api._creation_functions.arange'
 'array_api._statistical_functions.max' 'pdarrayclass.max']"
/discrete/count_model.py__predict_var,1.0,0,0,[],[]
/discrete/count_model.py_f,1.0,0,0,[],[]
/discrete/count_model.py_fit,0.0,1,0,['size'],[]
/discrete/count_model.py_fit_regularized,0.5,4,2,['ones' 'size' 'ones' 'append'],['pdarraycreation.ones' 'array_api._creation_functions.ones']
/discrete/count_model.py_get_distribution,1.0,0,0,[],[]
/discrete/count_model.py_get_influence,1.0,0,0,[],[]
/discrete/count_model.py_get_margeff,1.0,0,0,[],[]
/discrete/count_model.py_get_prediction,1.0,0,0,[],[]
/discrete/count_model.py_hessian,0.67,3,2,['triu_indices' 'zeros' 'zeros'],['array_api._creation_functions.zeros' 'pdarraycreation.zeros']
/discrete/count_model.py_loglike,1.0,2,2,['sum' 'sum'],['array_api._statistical_functions.sum' 'pdarrayclass.sum']
/discrete/count_model.py_loglikeobs,0.8,10,8,"['exp' 'log' 'log' 'finfo' 'float64' 'nonzero' 'zeros_like' 'zeros_like'
 'clip' 'exp']","['numeric.exp' 'numeric.log' 'array_api._elementwise_functions.log'
 'dtypes.float64' 'array_api._searching_functions.nonzero'
 'array_api._creation_functions.zeros_like' 'pdarraycreation.zeros_like'
 'array_api._elementwise_functions.exp']"
/discrete/count_model.py_predict,0.9,10,9,['dot' 'log' 'log' 'zeros' 'asarray' 'ones' 'ones' 'zeros' 'exp' 'exp'],"['array_api._elementwise_functions.log' 'numeric.log'
 'array_api._creation_functions.zeros'
 'array_api._creation_functions.asarray'
 'array_api._creation_functions.ones' 'pdarraycreation.ones'
 'pdarraycreation.zeros' 'numeric.exp'
 'array_api._elementwise_functions.exp']"
/discrete/count_model.py_score,1.0,0,0,[],[]
/discrete/count_model.py_score_obs,0.73,11,8,"['finfo' 'clip' 'zeros' 'float64' 'zeros_like' 'zeros_like' 'exp' 'exp'
 'zeros' 'hstack' 'nonzero']","['array_api._creation_functions.zeros' 'dtypes.float64'
 'pdarraycreation.zeros_like' 'array_api._creation_functions.zeros_like'
 'array_api._elementwise_functions.exp' 'numeric.exp'
 'pdarraycreation.zeros' 'array_api._searching_functions.nonzero']"
/discrete/diagnostic.py___init__,1.0,0,0,[],[]
/discrete/diagnostic.py__chisquare_binned,1.0,4,4,['argmax' 'argmax' 'arange' 'arange'],"['pdarrayclass.argmax' 'array_api._searching_functions.argmax'
 'array_api._creation_functions.arange' 'pdarraycreation.arange']"
/discrete/diagnostic.py__init__,1.0,0,0,[],[]
/discrete/diagnostic.py_plot_probs,0.0,1,0,['bincount'],[]
/discrete/diagnostic.py_probs_predicted,1.0,2,2,['arange' 'arange'],['array_api._creation_functions.arange' 'pdarraycreation.arange']
/discrete/diagnostic.py_test_chisquare_prob,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/discrete/diagnostic.py_test_dispersion,1.0,0,0,[],[]
/discrete/diagnostic.py_test_poisson_zeroinflation,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/discrete/discrete_margins.py___init__,1.0,0,0,[],[]
/discrete/discrete_margins.py__check_at_is_all,1.0,0,0,[],[]
/discrete/discrete_margins.py__check_discrete_args,1.0,0,0,[],[]
/discrete/discrete_margins.py__check_margeff_args,1.0,0,0,[],[]
/discrete/discrete_margins.py__effects_at,1.0,0,0,[],[]
/discrete/discrete_margins.py__get_const_index,1.0,4,4,['any' 'any' 'where' 'where'],"['pdarrayclass.any' 'array_api._utility_functions.any'
 'array_api._searching_functions.where' 'numeric.where']"
/discrete/discrete_margins.py__get_count_effects,1.0,2,2,['log' 'log'],['array_api._elementwise_functions.log' 'numeric.log']
/discrete/discrete_margins.py__get_count_index,1.0,0,0,[],[]
/discrete/discrete_margins.py__get_dummy_effects,1.0,2,2,['log' 'log'],['array_api._elementwise_functions.log' 'numeric.log']
/discrete/discrete_margins.py__get_dummy_index,1.0,0,0,[],[]
/discrete/discrete_margins.py__get_margeff_exog,0.4,5,2,['zeros' 'zeros' 'ndarray' 'atleast_2d' 'median'],['array_api._creation_functions.zeros' 'pdarraycreation.zeros']
/discrete/discrete_margins.py__iscount,0.89,9,8,"['logical_and' 'asarray' 'array' 'where' 'where' 'random.randint' 'all'
 'all' 'random.randn']","['array_api._elementwise_functions.logical_and'
 'array_api._creation_functions.asarray' 'pdarraycreation.array'
 'numeric.where' 'array_api._searching_functions.where'
 'pdarraycreation.randint' 'pdarrayclass.all'
 'array_api._utility_functions.all']"
/discrete/discrete_margins.py__isdummy,0.92,13,12,"['zeros' 'min' 'zeros' 'min' 'asarray' 'max' 'max' 'where' 'random.randn'
 'all' 'all' 'random.randint' 'where']","['pdarraycreation.zeros' 'array_api._statistical_functions.min'
 'array_api._creation_functions.zeros' 'pdarrayclass.min'
 'array_api._creation_functions.asarray'
 'array_api._statistical_functions.max' 'pdarrayclass.max'
 'array_api._searching_functions.where' 'pdarrayclass.all'
 'array_api._utility_functions.all' 'pdarraycreation.randint'
 'numeric.where']"
/discrete/discrete_margins.py__margeff_cov_params_count,1.0,0,0,[],[]
/discrete/discrete_margins.py__margeff_cov_params_dummy,1.0,0,0,[],[]
/discrete/discrete_margins.py__reset,1.0,0,0,[],[]
/discrete/discrete_margins.py_conf_int,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/discrete/discrete_margins.py_cov_margins,1.0,0,0,[],[]
/discrete/discrete_margins.py_get_margeff,0.67,3,2,['tile' 'any' 'any'],['pdarrayclass.any' 'array_api._utility_functions.any']
/discrete/discrete_margins.py_margeff,1.0,0,0,[],[]
/discrete/discrete_margins.py_margeff_cov_params,0.67,3,2,['mean' 'mean' 'dot'],['array_api._statistical_functions.mean' 'pdarrayclass.mean']
/discrete/discrete_margins.py_margeff_cov_with_se,0.67,3,2,['sqrt' 'diag' 'sqrt'],['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt']
/discrete/discrete_margins.py_margins_se,1.0,0,0,[],[]
/discrete/discrete_margins.py_pvalues,0.0,1,0,['abs'],[]
/discrete/discrete_margins.py_summary,1.0,0,0,[],[]
/discrete/discrete_margins.py_summary_frame,0.0,3,0,['column_stack' 'repeat' 'tile'],[]
/discrete/discrete_margins.py_tvalues,1.0,0,0,[],[]
/discrete/discrete_model.py___getstate__,1.0,0,0,[],[]
/discrete/discrete_model.py___init__,0.91,11,10,"['float64' 'all' 'log' 'log' 'any' 'round' 'round' 'promote_types'
 'asarray' 'all' 'any']","['dtypes.float64' 'pdarrayclass.all'
 'array_api._elementwise_functions.log' 'numeric.log'
 'array_api._utility_functions.any' 'numeric.round'
 'array_api._elementwise_functions.round'
 'array_api._creation_functions.asarray'
 'array_api._utility_functions.all' 'pdarrayclass.any']"
/discrete/discrete_model.py___setstate__,1.0,0,0,[],[]
/discrete/discrete_model.py__check_inputs,1.0,0,0,[],[]
/discrete/discrete_model.py__check_perfect_pred,0.0,1,0,['allclose'],[]
/discrete/discrete_model.py__deriv_mean_dparams,0.67,3,2,['column_stack' 'zeros' 'zeros'],['pdarraycreation.zeros' 'array_api._creation_functions.zeros']
/discrete/discrete_model.py__deriv_score_obs_dendog,0.0,1,0,['clip'],[]
/discrete/discrete_model.py__derivative_exog,0.5,6,3,['c_' 'transpose' 'zeros' 'zeros' 'array' 'dot'],"['array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'pdarraycreation.array']"
/discrete/discrete_model.py__derivative_exog_helper,1.0,0,0,[],[]
/discrete/discrete_model.py__derivative_predict,0.64,11,7,"['tile' 'dot' 'exp' 'concatenate' 'concatenate' 'eye' 'ones' 'ones'
 'repeat' 'exp' 'kron']","['numeric.exp' 'util.concatenate' 'pdarraysetops.concatenate'
 'array_api._creation_functions.eye' 'array_api._creation_functions.ones'
 'pdarraycreation.ones' 'array_api._elementwise_functions.exp']"
/discrete/discrete_model.py__dispersion_factor,1.0,0,0,[],[]
/discrete/discrete_model.py__estimate_dispersion,0.67,3,2,['sqrt' 'sqrt' 'abs'],['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt']
/discrete/discrete_model.py__get_endog_name,1.0,0,0,[],[]
/discrete/discrete_model.py__get_exogs,1.0,0,0,[],[]
/discrete/discrete_model.py__get_init_kwds,1.0,2,2,['exp' 'exp'],['numeric.exp' 'array_api._elementwise_functions.exp']
/discrete/discrete_model.py__get_predict_arrays,1.0,3,3,['log' 'log' 'asarray'],"['numeric.log' 'array_api._elementwise_functions.log'
 'array_api._creation_functions.asarray']"
/discrete/discrete_model.py__get_start_params_null,1.0,5,5,['log' 'log' 'exp' 'array' 'exp'],"['numeric.log' 'array_api._elementwise_functions.log'
 'array_api._elementwise_functions.exp' 'pdarraycreation.array'
 'numeric.exp']"
/discrete/discrete_model.py__handle_data,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/discrete/discrete_model.py__hessian_geom,0.8,5,4,['squeeze' 'empty' 'sum' 'sum' 'triu_indices'],"['array_api._manipulation_functions.squeeze'
 'array_api._creation_functions.empty' 'pdarrayclass.sum'
 'array_api._statistical_functions.sum']"
/discrete/discrete_model.py__hessian_nb1,0.89,9,8,['log' 'log' 'exp' 'empty' 'exp' 'triu_indices' 'sum' 'sum' 'squeeze'],"['numeric.log' 'array_api._elementwise_functions.log' 'numeric.exp'
 'array_api._creation_functions.empty'
 'array_api._elementwise_functions.exp' 'pdarrayclass.sum'
 'array_api._statistical_functions.sum'
 'array_api._manipulation_functions.squeeze']"
/discrete/discrete_model.py__hessian_nb2,0.88,8,7,['exp' 'triu_indices' 'empty' 'sum' 'log' 'exp' 'log' 'sum'],"['numeric.exp' 'array_api._creation_functions.empty' 'pdarrayclass.sum'
 'array_api._elementwise_functions.log'
 'array_api._elementwise_functions.exp' 'numeric.log'
 'array_api._statistical_functions.sum']"
/discrete/discrete_model.py__initialize,1.0,0,0,[],[]
/discrete/discrete_model.py__ll_geometric,1.0,0,0,[],[]
/discrete/discrete_model.py__ll_nb1,1.0,2,2,['exp' 'exp'],['numeric.exp' 'array_api._elementwise_functions.exp']
/discrete/discrete_model.py__ll_nb2,1.0,2,2,['exp' 'exp'],['numeric.exp' 'array_api._elementwise_functions.exp']
/discrete/discrete_model.py__ll_nbin,0.8,5,4,['log' 'log' 'iscomplex' 'any' 'any'],"['numeric.log' 'array_api._elementwise_functions.log'
 'array_api._utility_functions.any' 'pdarrayclass.any']"
/discrete/discrete_model.py__maybe_convert_ynames_int,1.0,0,0,[],[]
/discrete/discrete_model.py__numpy_to_dummies,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/discrete/discrete_model.py__pandas_to_dummies,1.0,0,0,[],[]
/discrete/discrete_model.py__prob_nonzero,1.0,4,4,['exp' 'expm1' 'expm1' 'exp'],"['numeric.exp' 'numeric.expm1' 'array_api._elementwise_functions.expm1'
 'array_api._elementwise_functions.exp']"
/discrete/discrete_model.py__score_geom,1.0,0,0,[],[]
/discrete/discrete_model.py__score_nb1,1.0,0,0,[],[]
/discrete/discrete_model.py__score_nbin,0.8,5,4,['exp' 'log' 'exp' 'log' 'r_'],"['numeric.exp' 'array_api._elementwise_functions.log'
 'array_api._elementwise_functions.exp' 'numeric.log']"
/discrete/discrete_model.py__score_p,1.0,7,7,['exp' 'exp' 'sum' 'sum' 'power' 'log' 'log'],"['numeric.exp' 'array_api._elementwise_functions.exp' 'pdarrayclass.sum'
 'array_api._statistical_functions.sum' 'pdarrayclass.power'
 'array_api._elementwise_functions.log' 'numeric.log']"
/discrete/discrete_model.py__validate_l1_method,1.0,0,0,[],[]
/discrete/discrete_model.py__var,1.0,0,0,[],[]
/discrete/discrete_model.py_aic,1.0,0,0,[],[]
/discrete/discrete_model.py_bic,1.0,2,2,['log' 'log'],['array_api._elementwise_functions.log' 'numeric.log']
/discrete/discrete_model.py_bse,0.67,3,2,['sqrt' 'sqrt' 'diag'],['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt']
/discrete/discrete_model.py_cdf,0.83,6,5,['column_stack' 'ones' 'ones' 'asarray' 'exp' 'exp'],"['array_api._creation_functions.ones' 'pdarraycreation.ones'
 'array_api._creation_functions.asarray'
 'array_api._elementwise_functions.exp' 'numeric.exp']"
/discrete/discrete_model.py_conf_int,1.0,0,0,[],[]
/discrete/discrete_model.py_convert_params,1.0,0,0,[],[]
/discrete/discrete_model.py_cov_params_func_l1,0.71,7,5,['ones' 'nonzero' 'linalg.inv' 'zeros' 'zeros' 'nan.' 'ones'],"['array_api._creation_functions.ones'
 'array_api._searching_functions.nonzero' 'pdarraycreation.zeros'
 'array_api._creation_functions.zeros' 'pdarraycreation.ones']"
/discrete/discrete_model.py_f,0.0,1,0,['column_stack'],[]
/discrete/discrete_model.py_family,1.0,0,0,[],[]
/discrete/discrete_model.py_fit,0.8,10,8,"['array' 'log' 'ones' 'ones' 'log' 'asarray' 'zeros' 'size' 'zeros'
 'append']","['pdarraycreation.array' 'numeric.log' 'pdarraycreation.ones'
 'array_api._creation_functions.ones'
 'array_api._elementwise_functions.log'
 'array_api._creation_functions.asarray' 'pdarraycreation.zeros'
 'array_api._creation_functions.zeros']"
/discrete/discrete_model.py_fit_constrained,1.0,0,0,[],[]
/discrete/discrete_model.py_fit_regularized,0.75,8,6,['size' 'zeros' 'zeros' 'array' 'append' 'asarray' 'ones' 'ones'],"['pdarraycreation.zeros' 'array_api._creation_functions.zeros'
 'pdarraycreation.array' 'array_api._creation_functions.asarray'
 'array_api._creation_functions.ones' 'pdarraycreation.ones']"
/discrete/discrete_model.py_fittedvalues,0.0,1,0,['dot'],[]
/discrete/discrete_model.py_get_diagnostic,1.0,0,0,[],[]
/discrete/discrete_model.py_get_distribution,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/discrete/discrete_model.py_get_influence,1.0,0,0,[],[]
/discrete/discrete_model.py_get_margeff,1.0,0,0,[],[]
/discrete/discrete_model.py_get_prediction,1.0,0,0,[],[]
/discrete/discrete_model.py_hessian,0.8,15,12,"['empty' 'dot' 'transpose' 'triu_indices' 'sum' 'power' 'exp' 'exp'
 'zeros' 'sum' 'zeros' 'squeeze' 'log' 'log' 'array']","['array_api._creation_functions.empty'
 'array_api._statistical_functions.sum' 'pdarrayclass.power' 'numeric.exp'
 'array_api._elementwise_functions.exp'
 'array_api._creation_functions.zeros' 'pdarrayclass.sum'
 'pdarraycreation.zeros' 'array_api._manipulation_functions.squeeze'
 'array_api._elementwise_functions.log' 'numeric.log'
 'pdarraycreation.array']"
/discrete/discrete_model.py_hessian_factor,1.0,6,6,['log' 'exp' 'exp' 'asarray' 'power' 'log'],"['array_api._elementwise_functions.log'
 'array_api._elementwise_functions.exp' 'numeric.exp'
 'array_api._creation_functions.asarray' 'pdarrayclass.power'
 'numeric.log']"
/discrete/discrete_model.py_im_ratio,1.0,0,0,[],[]
/discrete/discrete_model.py_info_criteria,1.0,2,2,['log' 'log'],['numeric.log' 'array_api._elementwise_functions.log']
/discrete/discrete_model.py_initialize,1.0,0,0,[],[]
/discrete/discrete_model.py_link,1.0,0,0,[],[]
/discrete/discrete_model.py_llnull,1.0,2,2,['ones' 'ones'],['pdarraycreation.ones' 'array_api._creation_functions.ones']
/discrete/discrete_model.py_llr,1.0,0,0,[],[]
/discrete/discrete_model.py_llr_pvalue,1.0,0,0,[],[]
/discrete/discrete_model.py_lnalpha,1.0,2,2,['log' 'log'],['numeric.log' 'array_api._elementwise_functions.log']
/discrete/discrete_model.py_lnalpha_std_err,1.0,0,0,[],[]
/discrete/discrete_model.py_loglike,0.67,6,4,['sum' 'dot' 'log' 'clip' 'log' 'sum'],"['pdarrayclass.sum' 'array_api._elementwise_functions.log' 'numeric.log'
 'array_api._statistical_functions.sum']"
/discrete/discrete_model.py_loglike_and_score,0.8,5,4,['dot' 'log' 'log' 'sum' 'sum'],"['array_api._elementwise_functions.log' 'numeric.log'
 'array_api._statistical_functions.sum' 'pdarrayclass.sum']"
/discrete/discrete_model.py_loglikeobs,0.63,8,5,['exp' 'dot' 'clip' 'maximum' 'exp' 'log' 'power' 'log'],"['numeric.exp' 'array_api._elementwise_functions.exp' 'numeric.log'
 'pdarrayclass.power' 'array_api._elementwise_functions.log']"
/discrete/discrete_model.py_margeff,1.0,0,0,[],[]
/discrete/discrete_model.py_pdf,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/discrete/discrete_model.py_pred_table,1.0,6,6,['array' 'histogram2d' 'concatenate' 'linspace' 'concatenate' 'linspace'],"['pdarraycreation.array' 'numeric.histogram2d' 'util.concatenate'
 'pdarraycreation.linspace' 'pdarraysetops.concatenate'
 'array_api._creation_functions.linspace']"
/discrete/discrete_model.py_predict,0.79,14,11,"['max' 'dot' 'log' 'exp' 'atleast_2d' 'column_stack' 'asarray' 'exp'
 'arange' 'zeros' 'zeros' 'arange' 'log' 'max']","['pdarrayclass.max' 'numeric.log' 'numeric.exp'
 'array_api._creation_functions.asarray'
 'array_api._elementwise_functions.exp' 'pdarraycreation.arange'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'array_api._creation_functions.arange'
 'array_api._elementwise_functions.log'
 'array_api._statistical_functions.max']"
/discrete/discrete_model.py_predict_prob,0.8,5,4,['arange' 'arange' 'max' 'atleast_2d' 'max'],"['pdarraycreation.arange' 'array_api._creation_functions.arange'
 'pdarrayclass.max' 'array_api._statistical_functions.max']"
/discrete/discrete_model.py_prsquared,1.0,0,0,[],[]
/discrete/discrete_model.py_resid,1.0,0,0,[],[]
/discrete/discrete_model.py_resid_dev,0.8,5,4,['abs' 'sqrt' 'log' 'log' 'sqrt'],"['array_api._elementwise_functions.sqrt' 'numeric.log'
 'array_api._elementwise_functions.log' 'pdarrayclass.sqrt']"
/discrete/discrete_model.py_resid_generalized,1.0,0,0,[],[]
/discrete/discrete_model.py_resid_misclassified,1.0,0,0,[],[]
/discrete/discrete_model.py_resid_pearson,1.0,2,2,['sqrt' 'sqrt'],['pdarrayclass.sqrt' 'array_api._elementwise_functions.sqrt']
/discrete/discrete_model.py_resid_response,1.0,0,0,[],[]
/discrete/discrete_model.py_score,0.5,4,2,['clip' 'dot' 'sum' 'sum'],['array_api._statistical_functions.sum' 'pdarrayclass.sum']
/discrete/discrete_model.py_score_factor,0.86,7,6,['asarray' 'power' 'exp' 'exp' 'log' 'clip' 'log'],"['array_api._creation_functions.asarray' 'pdarrayclass.power'
 'array_api._elementwise_functions.exp' 'numeric.exp' 'numeric.log'
 'array_api._elementwise_functions.log']"
/discrete/discrete_model.py_score_obs,0.7,10,7,"['power' 'atleast_2d' 'exp' 'log' 'clip' 'dot' 'concatenate' 'concatenate'
 'exp' 'log']","['pdarrayclass.power' 'numeric.exp' 'numeric.log' 'util.concatenate'
 'pdarraysetops.concatenate' 'array_api._elementwise_functions.exp'
 'array_api._elementwise_functions.log']"
/discrete/discrete_model.py_score_test,1.0,0,0,[],[]
/discrete/discrete_model.py_set_null_options,1.0,0,0,[],[]
/discrete/discrete_model.py_summary,0.0,1,0,['abs'],[]
/discrete/discrete_model.py_summary2,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py___init__,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_generalizedpoisson_gp2,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_logit,1.0,1,1,['array'],['pdarraycreation.array']
/discrete/tests/results/results_discrete.py_mnlogit,1.0,2,2,['ones' 'ones'],['array_api._creation_functions.ones' 'pdarraycreation.ones']
/discrete/tests/results/results_discrete.py_mnlogit_basezero,0.75,4,3,['loadtxt' 'array' 'asarray' 'reshape'],"['pdarraycreation.array' 'array_api._creation_functions.asarray'
 'array_api._manipulation_functions.reshape']"
/discrete/tests/results/results_discrete.py_negativebinomial_geometric_bfgs,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_negativebinomial_nb1_bfgs,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_negativebinomial_nb2_bfgs,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_poisson,0.0,1,0,['loadtxt'],[]
/discrete/tests/results/results_discrete.py_probit,1.0,1,1,['array'],['pdarraycreation.array']
/discrete/tests/results/results_discrete.py_sweep,1.0,3,3,['zeros' 'array' 'zeros'],"['pdarraycreation.zeros' 'pdarraycreation.array'
 'array_api._creation_functions.zeros']"
/discrete/tests/results/results_discrete.py_truncated_poisson,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_zero_inflated_generalized_poisson,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_zero_inflated_negative_binomial,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_zero_inflated_poisson_logit,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_zero_inflated_poisson_offset,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_zero_inflated_poisson_probit,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_zero_truncated_poisson,1.0,0,0,[],[]
/discrete/tests/results/results_discrete.py_zero_truncted_nbp,1.0,0,0,[],[]
/discrete/tests/results/results_truncated_st.py___init__,1.0,0,0,[],[]
/discrete/tests/test_conditional.py_gen_mnlogit,0.71,14,10,"['random.seed' 'concatenate' 'concatenate' 'kron' 'random.uniform' 'exp'
 'ones' 'ones' 'exp' 'array' 'arange' 'arange' 'dot' 'random.normal']","['pdarraysetops.concatenate' 'util.concatenate' 'pdarraycreation.uniform'
 'numeric.exp' 'array_api._creation_functions.ones' 'pdarraycreation.ones'
 'array_api._elementwise_functions.exp' 'pdarraycreation.array'
 'pdarraycreation.arange' 'array_api._creation_functions.arange']"
/discrete/tests/test_conditional.py_test_conditional_mnlogit_2d,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/discrete/tests/test_conditional.py_test_conditional_mnlogit_3d,0.5,2,1,['asarray' 'random.normal'],['array_api._creation_functions.asarray']
/discrete/tests/test_conditional.py_test_conditional_mnlogit_grad,0.0,1,0,['random.normal'],[]
/discrete/tests/test_conditional.py_test_formula,0.25,4,1,['hstack' 'random.randint' 'random.seed' 'random.normal'],['pdarraycreation.randint']
/discrete/tests/test_conditional.py_test_lasso_logistic,0.58,12,7,"['dot' 'random.uniform' 'kron' 'arange' 'random.normal' 'exp' 'r_'
 'arange' 'ones' 'exp' 'random.seed' 'ones']","['pdarraycreation.uniform' 'array_api._creation_functions.arange'
 'array_api._elementwise_functions.exp' 'pdarraycreation.arange'
 'pdarraycreation.ones' 'numeric.exp' 'array_api._creation_functions.ones']"
/discrete/tests/test_conditional.py_test_lasso_poisson,0.5,12,6,"['ones' 'dot' 'kron' 'exp' 'arange' 'arange' 'ones' 'exp' 'random.poisson'
 'r_' 'random.normal' 'random.seed']","['array_api._creation_functions.ones'
 'array_api._elementwise_functions.exp'
 'array_api._creation_functions.arange' 'pdarraycreation.arange'
 'pdarraycreation.ones' 'numeric.exp']"
/discrete/tests/test_conditional.py_test_poisson_1d,0.0,1,0,['r_'],[]
/discrete/tests/test_conditional.py_test_poisson_2d,0.5,2,1,['empty' 'r_'],['array_api._creation_functions.empty']
/discrete/tests/test_constrained.py_junk,1.0,0,0,[],[]
/discrete/tests/test_constrained.py_setup_class,1.0,4,4,['zeros' 'zeros' 'log' 'log'],"['array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'numeric.log' 'array_api._elementwise_functions.log']"
/discrete/tests/test_constrained.py_test_basic,0.8,5,4,['diag' 'sqrt' 'isnan' 'isnan' 'sqrt'],"['array_api._elementwise_functions.sqrt' 'numeric.isnan'
 'array_api._elementwise_functions.isnan' 'pdarrayclass.sqrt']"
/discrete/tests/test_constrained.py_test_basic_method,0.8,5,4,['isinf' 'column_stack' 'isnan' 'isnan' 'isinf'],"['array_api._elementwise_functions.isinf' 'numeric.isnan'
 'array_api._elementwise_functions.isnan' 'numeric.isinf']"
/discrete/tests/test_constrained.py_test_compare_glm_poisson,1.0,0,0,[],[]
/discrete/tests/test_constrained.py_test_fit_constrained_wrap,1.0,0,0,[],[]
/discrete/tests/test_constrained.py_test_glm,1.0,0,0,[],[]
/discrete/tests/test_constrained.py_test_other,1.0,0,0,[],[]
/discrete/tests/test_constrained.py_test_predict,1.0,0,0,[],[]
/discrete/tests/test_constrained.py_test_summary,1.0,0,0,[],[]
/discrete/tests/test_constrained.py_test_summary2,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_compute_conf_interval_95,1.0,2,2,['sqrt' 'sqrt'],['pdarrayclass.sqrt' 'array_api._elementwise_functions.sqrt']
/discrete/tests/test_count_model.py_compute_mixture_var,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_setup_class,0.86,7,6,['ones' 'ones' 'array' 'asarray' 'random.seed' 'exp' 'exp'],"['array_api._creation_functions.ones' 'pdarraycreation.ones'
 'pdarraycreation.array' 'array_api._creation_functions.asarray'
 'numeric.exp' 'array_api._elementwise_functions.exp']"
/discrete/tests/test_count_model.py_test_aic,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_bic,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_bse,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_conf_int,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_exposure,1.0,2,2,['exp' 'exp'],['numeric.exp' 'array_api._elementwise_functions.exp']
/discrete/tests/test_count_model.py_test_fit_regularized,1.0,2,2,['ones' 'ones'],['array_api._creation_functions.ones' 'pdarraycreation.ones']
/discrete/tests/test_count_model.py_test_init_keys,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_llf,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_mean,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_minimize,0.0,1,0,['random.RandomState'],[]
/discrete/tests/test_count_model.py_test_names,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_null,0.0,1,0,['ptp'],[]
/discrete/tests/test_count_model.py_test_params,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_pd_offset_exposure,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_predict_generic_zi,0.8,5,4,['bincount' 'exp' 'exp' 'asarray' 'cumsum'],"['numeric.exp' 'array_api._elementwise_functions.exp'
 'array_api._creation_functions.asarray' 'numeric.cumsum']"
/discrete/tests/test_count_model.py_test_predict_options,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_predict_prob,0.67,3,2,['arange' 'bincount' 'arange'],['array_api._creation_functions.arange' 'pdarraycreation.arange']
/discrete/tests/test_count_model.py_test_summary,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_t,1.0,1,1,['identity'],['util.identity']
/discrete/tests/test_count_model.py_test_var,1.0,0,0,[],[]
/discrete/tests/test_count_model.py_test_zero_nonzero_mean,1.0,0,0,[],[]
/discrete/tests/test_diagnostic.py_setup_class,0.73,11,8,"['random.poisson' 'float64' 'exp' 'arange' 'arange' 'exp' 'ones' 'repeat'
 'random.seed' 'ones' 'array']","['dtypes.float64' 'numeric.exp' 'pdarraycreation.arange'
 'array_api._creation_functions.arange'
 'array_api._elementwise_functions.exp' 'pdarraycreation.ones'
 'array_api._creation_functions.ones' 'pdarraycreation.array']"
/discrete/tests/test_diagnostic.py_test_count,1.0,0,0,[],[]
