,index,scipy_function,num_np_calls,np_calls,np_calls_w_args
3203,13646,/signal/tests/test_fir_filter_design.py_test_bandstop_multi,3,"['array', 'pi', 'abs']",['abs(response)']
3204,6268,/_lib/tests/test__util.py_mock_str,3,"['random.default_rng', 'random.default_rng', 'random.default_rng']","['random.default_rng(8989843)', 'random.default_rng(seed)', 'random.default_rng(0x9a71b21474694f919882289dc1559ca)']"
3205,17369,/stats/_qmc.py__scramble,3,"['dot', 'arange', 'tril']","['arange(self.bits, dtype=self.dtype_i)']"
3206,13645,/signal/tests/test_fir_filter_design.py_test_bandpass,3,"['array', 'pi', 'abs']",['abs(response)']
3207,1033,/optimize/_linprog_highs.py__replace_inf,3,"['isinf', 'errstate', 'sign']","['isinf(x)', 'errstate(invalid=""ignore"")', 'sign(x[infs])']"
3208,13836,/signal/tests/test_signaltools.py_test_basic,3,"['array', 'array', 'array']","['array([1.0, -1.0, 0.5])', 'array([1.0, 0.0, 2.0])', 'array([5.0, -1.0])']"
3209,13838,/signal/tests/test_signaltools.py_test_types,3,"['zeros', 'array', 'real']","['zeros((8), dtype=dtype)', 'array([1], dtype=dtype)', 'real(signal.lfilter_zi(b, a)).dtype, dtype)']"
3210,1044,/optimize/_slsqp_py.py__minimize_slsqp,3,"['inf', 'inf', 'clip']","['clip(x, new_bounds[0], new_bounds[1])']"
3211,13643,/signal/tests/test_fir_filter_design.py_test_lowpass,3,"['array', 'pi', 'abs']","['array([0.0, 0.25, 0.5-width/2, 0.5+width/2, 0.75, 1.0])', 'abs(response)']"
3212,6347,/special/_generate_pyx.py_generate,3,"['PyUFuncGenericFunction', 'PyUFuncGenericFunction', 'PyUFunc_FromFuncAndData']",[]
3213,18495,/stats/tests/test_distributions.py_test_logpdf,3,"['array', 'isfinite', 'exp']","['array([0.2, 0.5, 0.6])', 'isfinite(b.logpdf(x)).all())', 'exp(b.logpdf(x)))']"
3214,13844,/signal/tests/test_signaltools.py_test_gust_simple,3,"['array', 'array', 'array']","['array([1.0, 2.0])', 'array([0.5])', 'array([1.0, -0.5])']"
3215,13862,/signal/tests/test_signaltools.py_test_long_float32,3,"['ones', 'float32', 'isnan']","['ones(10_000, dtype=np.float32), 10)', 'isnan(x))']"
3216,13863,/signal/tests/test_signaltools.py_test_float16_upcast,3,"['ones', 'float16', 'float64']","['ones(100, dtype=np.float16), 10)']"
3217,20553,/stats/tests/test_hypotests.py_test_somers_original,3,"['array', 'array', 'array']","['array([[8, 2], [6, 5], [3, 4], [1, 3], [2, 3]])', 'array([[25, 0], [85, 0], [0, 30]])', 'array([[25, 0], [0, 30], [85, 0]])']"
3218,20557,/stats/tests/test_hypotests.py_test_contingency_table_return,3,"['arange', 'arange', 'eye']","['arange(10)', 'arange(10)', 'eye(10))']"
3219,6334,/special/_generate_pyx.py_generate_loop,3,"['npy_intp', 'npy_intp', 'npy_intp']",[]
3220,13870,/signal/tests/test_signaltools.py_test_bad_args,3,"['array', 'arange', 'arange']","['array([[1.0 + 0.0j]])', 'arange(24).reshape(2, 3, 4)', 'arange(16).reshape(4, 4)']"
3221,6668,/special/_orthogonal.py_roots_chebyu,3,"['arange', 'cos', 'sin']","['arange(m, 0, -1) * pi / (m + 1)', 'cos(t)', 'sin(t)**2 / (m + 1)']"
3222,4049,/fft/_realtransforms.py_dst,3,"['eye', 'eye', 'ndarray']","['eye(N)``)', 'eye(N)``)']"
3223,4048,/fft/_realtransforms.py_idct,3,"['array', 'array', 'ndarray']","['array([ 30.,  -8.,   6.,  -2.,   6.,  -8.]))', 'array([ 30.,  -8.,   6.,  -2.]), 1)']"
3224,4471,/integrate/_bvp.py_fun_wrapped,3,"['dot', 'dot', 'dot']","['dot(D, f[:, 0])', 'dot(S, y[:, 1:]) / (x[1:] - a)', 'dot(S, y) / (x - a)']"
3225,20640,/stats/tests/test_multivariate.py_test_cdf_with_lower_limit_consistency,3,"['random.default_rng', 'exp', 'exp']","['random.default_rng(2408071309372769818)', 'exp(multivariate_normal.logcdf(b, mean, cov, lower_limit=a))', 'exp(multivariate_normal(mean, cov).logcdf(b, lower_limit=a))']"
3226,20641,/stats/tests/test_multivariate.py_test_cdf_signs,3,"['zeros', 'eye', 'array']","['zeros(3)', 'eye(3)', 'array([1, -1, -1, 1])']"
3227,18663,/stats/tests/test_distributions.py_test_exponpow_edge,3,"['inf', 'inf', 'inf']",[]
3228,20644,/stats/tests/test_multivariate.py_test_fit_correctness,3,"['random.default_rng', 'mean', 'cov']","['random.default_rng(4385269356937404)', 'mean(x, axis=0), np.cov(x.T, ddof=0)']"
3229,13464,/signal/_ltisys.py__valid_inputs,3,"['asarray', 'linalg.matrix_rank', 'isreal']","['asarray(poles)', 'linalg.matrix_rank(B)', 'isreal(poles))']"
3230,14254,/signal/tests/test_short_time_fft.py_test_invalid_fft_mode_RuntimeError,3,"['ones', 'ones', 'ones']","['ones(8), hop=4, fs=1)', 'ones(8))', 'ones(8))']"
3231,7050,/special/tests/test_orthogonal.py_hermite_recursion,3,"['zeros', 'pi', 'exp']","['zeros((n, nodes.size))', 'exp(-0.5*nodes**2)']"
3232,12151,/sparse/linalg/tests/test_matfuncs.py_test_misc_types,3,"['array', 'array', 'array']","['array([[1]]))', 'array([[1]])), A)', 'array([[1j]]))']"
3233,7066,/special/tests/test_loggamma.py_test_identities1,3,"['array', 'meshgrid', 'vstack']","['array([-99.5, -9.5, -0.5, 0.5, 9.5, 99.5])', 'meshgrid(x, y)', 'vstack((z, gamma(z)))']"
3234,1405,/optimize/tests/test__numdiff.py_fun_scalar_vector,3,"['array', 'tan', 'exp']","['array([x[0]**2, np.tan(x[0]), np.exp(x[0])])']"
3235,1406,/optimize/tests/test__numdiff.py_jac_scalar_vector,3,"['array', 'cos', 'exp']","['cos(x[0]) ** -2, np.exp(x[0])]).reshape(-1, 1)']"
3236,7074,/special/tests/test_loggamma.py_test_branch_cut,3,"['logspace', 'asarray', 'asarray']","['logspace(300, -30, 100)', 'asarray([complex(x0, 0.0) for x0 in x])', 'asarray([complex(x0, -0.0) for x0 in x])']"
3237,1409,/optimize/tests/test__numdiff.py_fun_vector_vector,3,"['array', 'sin', 'cos']","['sin(x[1])', 'cos(x[0])']"
3238,18678,/stats/tests/test_distributions.py_test_ncx2_tails_pdf,3,"['arange', 'arange', 'isneginf']","['arange(340, 350), 2), 0)', 'arange(340, 350), 2)', 'isneginf(logval).all())']"
3239,12157,/sparse/linalg/tests/test_matfuncs.py_test_logm_consistency,3,"['float64', 'complex128', 'iscomplexobj']",['iscomplexobj(A)']
3240,12160,/sparse/linalg/tests/test_matfuncs.py_test_triangularity_perturbation,3,"['array', 'array', 'allclose']","['allclose(A_expm_logm_perturbed, A, rtol=rtol, atol=atol))']"
3241,20649,/stats/tests/test_multivariate.py_test_fit_fix_mean,3,"['random.default_rng', 'dot', 'dot']","['random.default_rng(4385269356937404)', 'dot(A, A.T)', 'dot(A, A.T)']"
3242,20650,/stats/tests/test_multivariate.py_test_fit_fix_cov,3,"['random.default_rng', 'dot', 'mean']","['random.default_rng(4385269356937404)', 'dot(A, A.T)', 'mean(samples, axis=0))']"
3243,20660,/stats/tests/test_multivariate.py_test_numpy_rvs_shape_compatibility,3,"['random.seed', 'array', 'random.dirichlet']","['random.seed(2846)', 'array([1.0, 2.0, 3.0])', 'random.dirichlet(alpha, size=7)']"
3244,7030,/special/tests/test_support_alternative_backends.py_test_support_alternative_backends,3,"['asarray', 'asarray', 'finfo']","['asarray(data.draw(npst.arrays(dtype_np, shape, elements=elements)))', 'asarray(f(*args_np))', 'finfo(dtype)']"
3245,14250,/signal/tests/test_short_time_fft.py_test__calc_dual_canonical_window_exceptions,3,"['ones', 'array', 'ones']","['ones(4), 5)', 'array([.1, .2, .3, 0]), 4)', 'ones(4, dtype=int), 1)']"
3246,7023,/special/tests/test_logsumexp.py_test_logsumexp_complex_sign,3,"['array', 'exp', 'exp']","['array([1 + 1j, 2 - 1j, -2 + 3j])', 'exp(a).sum()', 'exp(r), expected_sumexp)']"
3247,4482,/integrate/tests/test__quad_vec.py_test_quad_vec_pool,3,"['inf', 'inf', 'pi']",[]
3248,17647,/stats/_mstats_basic.py_ttest_1samp,3,"['nan', 'nan', 'errstate']","[""errstate(divide='ignore', invalid='ignore')""]"
3249,12098,/sparse/linalg/tests/test_propack.py_test_shifts_accuracy,3,"['random.seed', 'random.random', 'float64']","['random.seed(0)', 'random.random((n, n)).astype(np.float64)']"
3250,12101,/sparse/linalg/tests/test_norm.py_test_matrix_norm,3,"['inf', 'inf', 'float64']",[]
3251,17649,/stats/_mstats_basic.py_ttest_rel,3,"['nan', 'nan', 'errstate']","[""errstate(divide='ignore', invalid='ignore')""]"
3252,16797,/stats/_continuous_distns.py__fitstart,3,"['min', 'ptp', 'pi']","['min(data), np.ptp(data)/(2*np.pi)']"
3253,1369,/optimize/tests/test__numdiff.py_jac_zero_jacobian,3,"['array', 'sin', 'sin']","['sin(x[0] * x[1]), -x[0] * np.sin(x[0] * x[1])']"
3254,17665,/stats/_mstats_basic.py__trimmed_stde_1D,3,"['round', 'round', 'sqrt']","['round(low_limit*n)', 'round(n*up_limit)', 'sqrt(len(a)))']"
3255,16793,/stats/_continuous_distns.py_f1,3,"['pi', 'arctan', 'tan']",['arctan(cr*np.tan(x/2))']
3256,6960,/special/utils/makenpz.py_main,3,"['load', 'loadtxt', 'savez_compressed']","['load(outp)', 'loadtxt(fn)', 'savez_compressed(outp, **data)']"
3257,12125,/sparse/linalg/tests/test_interface.py_test_dot,3,"['array', 'array', 'array']","['array([1, 2, 3])', 'array([[1], [2], [3]])', 'array([[1, 4], [2, 5], [3, 6]])']"
3258,16145,/stats/_continuous_distns.py__shape_info,3,"['inf', 'inf', 'inf']",[]
3259,3883,/io/tests/test_idl.py_test_idict,3,"['int16', 'int16', 'uint8']","['int16(999)', 'int16(999))', 'uint8(234))']"
3260,16768,/stats/_continuous_distns.py__logpdf,3,"['log', 'pi', 'log']",['log(2*np.pi) - np.log(sc.i0e(kappa))']
3261,17675,/stats/_mstats_basic.py__moment,3,"['abs', 'round', 'float64']",['abs(moment - np.round(moment))']
3262,14234,/signal/tests/test_dltisys.py_test_auto,3,"['exp', 'polyval', 'polyval']","['exp(w * 1j)', 'polyval(system.num, jw) / np.polyval(system.den, jw)']"
3263,12108,/sparse/linalg/tests/test_interface.py_setup_method,3,"['array', 'array', 'array']",[]
3264,17681,/stats/_mstats_basic.py__stdemed_1D,3,"['sort', 'round', 'sqrt']","['sort(data.compressed())', 'round((n+1)/2. - z * np.sqrt(n/4.),0))']"
3265,11202,/sparse/_dok.py_tocoo,3,"['fromiter', 'fromiter', 'fromiter']","['fromiter(self.values(), dtype=self.dtype, count=self.nnz)', 'fromiter((i for i, _ in self.keys()), dtype=idx_dtype, count=self.nnz)', 'fromiter((j for _, j in self.keys()), dtype=idx_dtype, count=self.nnz)']"
3266,20661,/stats/tests/test_multivariate.py_test_alpha_with_zeros,3,"['random.seed', 'random.dirichlet', 'maximum']","['random.seed(2846)', 'random.dirichlet(np.maximum(1e-9, alpha), size=7)']"
3267,16685,/stats/_continuous_distns.py__ppf,3,"['where', 'sqrt', 'sqrt']","['where(q < c, np.sqrt(c * q), 1-np.sqrt((1-c) * (1-q)))']"
3268,16680,/stats/_continuous_distns.py__ppf,3,"['sqrt', 'sqrt', 'select']","['sqrt(q * c * (1 + d - c))', 'sqrt((1 - q) * (d - c + 1) * (1 - d))', 'select(condlist, choicelist)']"
3269,7229,/special/tests/test_basic.py_test_diric_broadcasting,3,"['arange', 'array', 'newaxis']","['arange(5)', 'array([1, 3, 7])']"
3270,5838,/interpolate/tests/test_fitpack2.py_test_lsq_fpchec,3,"['arange', 'arange', 'linspace']","['arange(100)', 'arange(100)', 'linspace(0, 99, 10)']"
3271,20254,/stats/tests/test_resampling.py_test_p_never_zero,3,"['random.default_rng', 'zeros', 'mean']","['random.default_rng(2190176673029737545)', 'zeros(100)']"
3272,5833,/interpolate/tests/test_fitpack2.py_test_roots_length,3,"['linspace', 'pi', 'cos']","['linspace(0, 50 * np.pi, 1000)', 'cos(x)']"
3273,17755,/stats/_multivariate.py_cov,3,"['sum', 'diag', 'outer']","['sum(alpha)', 'diag(a) - np.outer(a, a)) / (alpha0 + 1)']"
3274,5815,/interpolate/tests/test_polyint.py_test_zero_size_2,3,"['arange', 'arange', 'moveaxis']","['arange(10)', 'arange(3)', 'moveaxis(y, 0, axis)  # (10, 0, 5) --> (0, 10, 5)']"
3275,5814,/interpolate/tests/test_polyint.py_test_zero_size,3,"['arange', 'arange', 'moveaxis']","['arange(10)', 'arange(3)', 'moveaxis(y, 0, axis)  # (10, 0, 5) --> (0, 10, 5)']"
3276,14301,/signal/tests/test_ltisys.py_test_first_order,3,"['linspace', 'zeros_like', 'exp']","['linspace(0,5)', 'zeros_like(t)', 'exp(-tout)']"
3277,14302,/signal/tests/test_ltisys.py_test_second_order,3,"['linspace', 'zeros_like', 'exp']","['linspace(0, 10, 1001)', 'zeros_like(t)', 'exp(-tout)']"
3278,16579,/stats/_continuous_distns.py_get_shape,3,"['sum', 'log', 'log']",['sum(np.log(data - loc)) - N*np.log(scale))']
3279,11149,/sparse/_csr.py_tocsc,3,"['empty', 'empty', 'empty']","['empty(self.shape[1] + 1, dtype=idx_dtype)', 'empty(self.nnz, dtype=idx_dtype)', 'empty(self.nnz, dtype=upcast(self.dtype))']"
3280,5813,/interpolate/tests/test_polyint.py_test_roots_extrapolate_gh_11185,3,"['array', 'array', 'array']","['array([0.001, 0.002])', 'array([1.66066935e-06, 1.10410807e-06])', 'array([-1.60061854, -1.600619])']"
3281,1450,/optimize/tests/test_minpack.py_setup_method,3,"['linspace', 'random.seed', 'random.standard_normal']","['linspace(0, 10, 40)', 'random.seed(0)', 'random.standard_normal(y_true.shape)']"
3282,11115,/sparse/_csc.py_tocsr,3,"['empty', 'empty', 'empty']","['empty(M + 1, dtype=idx_dtype)', 'empty(self.nnz, dtype=idx_dtype)', 'empty(self.nnz, dtype=upcast(self.dtype))']"
3283,16564,/stats/_continuous_distns.py__sf,3,"['broadcast_to', 'logical_and', 'logical_and']","['broadcast_to(skew, invmask.shape)', 'logical_and(invmask, skew > 0)', 'logical_and(invmask, skew < 0)']"
3284,16563,/stats/_continuous_distns.py__cdf,3,"['broadcast_to', 'logical_and', 'logical_and']","['broadcast_to(skew, invmask.shape)', 'logical_and(invmask, skew > 0)', 'logical_and(invmask, skew < 0)']"
3285,7252,/special/tests/test_basic.py_test_gammasgn,3,"['array', 'float64', 'sign']","['array([-4, -3.5, -2.3, 1, 4.2], np.float64)', 'sign(cephes.rgamma(vals)))']"
3286,16561,/stats/_continuous_distns.py__pdf,3,"['exp', 'isnan', 'isnan']","['exp(self._logpdf(x, skew))', 'isnan(ans)', 'isnan(ans)']"
3287,5807,/interpolate/tests/test_polyint.py_test_three_points,3,"['array', 'array', 'array']","['array([1.0, 2.75, 3.0])', 'array([1.0, 15.0, 1.0])', 'array([-48.0, -48.0, -48.0]))']"
3288,5843,/interpolate/tests/test_fitpack2.py_test_strictly_increasing_x,3,"['arange', 'arange', 'ones_like']","['arange(10, dtype=float)', 'arange(10, dtype=float)', 'ones_like(x)']"
3289,11150,/sparse/_csr.py_tobsr,3,"['empty', 'empty', 'zeros']","['empty(M//R+1, dtype=idx_dtype)', 'empty(blks, dtype=idx_dtype)', 'zeros((blks,R,C), dtype=self.dtype)']"
3290,1412,/optimize/tests/test__numdiff.py_test_scalar_vector,3,"['atleast_1d', 'random.seed', 'random.uniform']","['atleast_1d(x0))', 'random.seed(1)', 'random.uniform(-10, 10, size=(1,))']"
3291,16667,/stats/_continuous_distns.py__cdf,3,"['atleast_1d', 'broadcast_to', 'clip']","['atleast_1d(a)', 'broadcast_to(a, cdf.shape)', 'clip(cdf, 0, 1)']"
3292,1414,/optimize/tests/test__numdiff.py_test_vector_vector,3,"['array', 'random.seed', 'random.uniform']","['array([-100.0, 0.2])', 'random.seed(1)', 'random.uniform(-10, 10, size=x0.shape)']"
3293,14266,/signal/tests/test_short_time_fft.py_test_spectrogram,3,"['ones', 'ones', 'arange']","['ones(8), hop=4, fs=1)', 'ones(10), np.arange(10)']"
3294,14267,/signal/tests/test_short_time_fft.py_test_fft_func_roundtrip,3,"['random.seed', 'random.rand', 'ones']","['random.seed(2394795)', 'random.rand(n)', 'ones(n)']"
3295,16671,/stats/_continuous_distns.py__rvs,3,"['sqrt', 'sqrt', 'where']","['sqrt(1 + a**2)', 'sqrt(1 - d**2)', 'where(u0 >= 0, u1, -u1)']"
3296,20662,/stats/tests/test_multivariate.py_test_alpha_with_negative_entries,3,"['random.seed', 'random.dirichlet', 'maximum']","['random.seed(2846)', 'random.dirichlet(np.maximum(1e-9, alpha), size=7)']"
3297,7126,/special/tests/test_spfun_stats.py_test1,3,"['random.seed', 'abs', 'random.randn']","['random.seed(1234)', 'abs(np.random.randn())']"
3298,14268,/signal/tests/test_short_time_fft.py_test_impulse_roundtrip,3,"['ones', 'zeros', 'hstack']","['ones(8)', 'zeros(n)']"
3299,14269,/signal/tests/test_short_time_fft.py_test_asymmetric_window_roundtrip,3,"['random.seed', 'arange', 'random.randn']","['random.seed(23371)', 'arange(16)', 'random.randn(64)']"
3300,1423,/optimize/tests/test_minpack.py_pressure_network_jacobian,3,"['diag', 'empty', 'ones']","['diag(flow_rates[1:] * 2 * k[1:] - 2 * flow_rates[0] * k[0])', 'empty((n, n))', 'ones(n)']"
3301,14273,/signal/tests/test_short_time_fft.py_test_tutorial_stft_legacy_spectrogram,3,"['arange', 'exp', 'pi']","['arange(N)', 'exp(2j*np.pi*70 * (t_z - 0.2*t_z**2))']"
3302,14272,/signal/tests/test_short_time_fft.py_test_tutorial_stft_legacy_stft,3,"['arange', 'exp', 'pi']","['arange(N)', 'exp(2j*np.pi * 70 * (t_z - 0.2 * t_z ** 2))']"
3303,9317,/linalg/tests/test_decomp.py_test_single_array0x0real,3,"['empty', 'empty', 'empty']","['empty((0, 0))', 'empty(0), np.empty((0, 0))']"
3304,16655,/stats/_continuous_distns.py__rvs,3,"['sqrt', 'cos', 'pi']","['sqrt(random_state.uniform(size=size))', 'cos(np.pi * random_state.uniform(size=size))']"
3305,16653,/stats/_continuous_distns.py__cdf,3,"['pi', 'sqrt', 'arcsin']",['sqrt(1-x*x) + np.arcsin(x))']
3306,12166,/sparse/linalg/tests/test_matfuncs.py_test_burkardt_6,3,"['exp', 'array', 'array']",['exp(1)']
3307,5844,/interpolate/tests/test_fitpack2.py_test_increasing_x,3,"['arange', 'arange', 'ones_like']","['arange(10, dtype=float)', 'arange(10, dtype=float)', 'ones_like(x)']"
3308,18268,/stats/tests/test_distributions.py_test_isf_ticket1131,3,"['array', 'nan', 'nan']","['array([np.nan, 5, 4.99943581, 3, 1.00056419, 1, np.nan])']"
3309,18267,/stats/tests/test_distributions.py_test_ppf_ticket1131,3,"['array', 'nan', 'nan']","['array([np.nan, 1, 1.00056419, 3, 4.99943581, 5, np.nan])']"
3310,18632,/stats/tests/test_distributions.py_test_moments,3,"['inf', 'inf', 'isfinite']","['isfinite(stats.mielke(k, 1.01).moment(1)))']"
3311,1365,/optimize/tests/test__numdiff.py_jac_parametrized,3,"['array', 'exp', 'exp']","['exp(c0 * x[0])', 'exp(c1 * x[1])']"
3312,20377,/stats/tests/test_multicomp.py_test_alternatives,3,"['random.default_rng', 'isneginf', 'isposinf']","['random.default_rng(114184017807316971636137493526995620351)', 'isneginf(ci.low).all()', 'isposinf(ci.high).all()']"
3313,1364,/optimize/tests/test__numdiff.py_fun_parametrized,3,"['array', 'exp', 'exp']","['array([np.exp(c0 * x[0]), np.exp(c1 * x[1])])']"
3314,20363,/stats/tests/test_kdeoth.py_test_fewer_points_than_dimensions_gh17436,3,"['random.default_rng', 'zeros', 'eye']","['random.default_rng(2046127537594925772)', 'zeros(3), np.eye(3), size=5)']"
3315,20362,/stats/tests/test_kdeoth.py_test_singular_data_covariance_gh10205,3,"['random.default_rng', 'array', 'array']","['random.default_rng(2321583144339784787)', 'array([1, 10, 20])', 'array([[4, 10, 0], [10, 25, 0], [0, 0, 100]])']"
3316,11412,/sparse/linalg/_expm_multiply.py__compute_p_max,3,"['sqrt', 'floor', 'ceil']","['sqrt(m_max)', 'floor(sqrt_m_max))', 'ceil(sqrt_m_max + 1))']"
3317,11402,/sparse/linalg/_expm_multiply.py_expm_multiply,3,"['array', 'exp', 'exp']","['array([np.exp(-1.), np.exp(-2.)])']"
3318,11394,/sparse/linalg/_matfuncs.py__fragment_2_1,3,"['ravel', 'exp', 'exp']","['ravel(T.diagonal().copy())', 'exp(scale * diag_T)', 'exp(scale * diag_T)']"
3319,11392,/sparse/linalg/_matfuncs.py__exp_sinch,3,"['exp', 'exp', 'exp']","['exp(a) * (1 + (x2/6.)*(1 + (x2/20.)*(1 + (x2/42.))))', 'exp(a + x) - np.exp(a - x)) / (2*x)']"
3320,14106,/signal/tests/test_filter_design.py_test_iir_symmetry,3,"['real', 'floating', 'floating']",['real(k))']
3321,14110,/signal/tests/test_filter_design.py_test_medfilt_order_filter,3,"['arange', 'array', 'ones']","['arange(25).reshape(5, 5)', 'ones((3, 3)), 4)']"
3322,16960,/stats/_morestats.py_anderson,3,"['random.default_rng', 'mean', 'std']","['random.default_rng()', 'mean(x, axis=0)', 'std(x, ddof=1, axis=0)']"
3323,18344,/stats/tests/test_distributions.py_test_pdf,3,"['array', 'array', 'array']","['array([0.05399097, 0.05555481, 0.05670246])', 'array([0.00313791]), atol=1e-6)']"
3324,14114,/signal/tests/test_savitzky_golay.py_alt_sg_coeffs,3,"['arange', 'polyval', 'polyfit']","['arange(window_length)', 'polyval(np.polyfit(t, unit, polyorder), t)']"
3325,16940,/stats/_morestats.py__boxcox_inv_lmbda,3,"['log', 'real', 'log']","['log(x) / y, k=-1)', 'real(-num / np.log(x) - 1 / y)']"
3326,12056,/sparse/linalg/_dsolve/tests/test_linsolve.py_test_superlu_dlamch_i386_nan,3,"['arange', 'float32', 'isnan']","['arange(n)', 'isnan(B).any())']"
3327,16926,/stats/_mannwhitneyu.py_mannwhitneyu,3,"['sqrt', 'maximum', 'any']","['sqrt(nx*ny * (N + 1)/ 12)', 'maximum(U1, U2)', 'any(t > 1))']"
3328,18595,/stats/tests/test_distributions.py_test_fit_gh17088,3,"['random.default_rng', 'min', 'min']","['random.default_rng(456)', 'min(rvs)', 'min(rvs)']"
3329,3984,/fft/_fftlog_backend.py_fhtoffset,3,"['pi', 'pi', 'round']",['round(arg))']
3330,13508,/signal/_peak_finding.py__arg_wlen_as_expected,3,"['intp', 'intp', 'intp']",['intp(value)']
3331,16917,/stats/_mannwhitneyu.py_cdf,3,"['arange', 'max', 'cumsum']","['arange(0, np.max(k) + 1), m, n)', 'cumsum(pmfs)']"
3332,3974,/io/tests/test_fortran.py_test_fortran_eof_multidimensional,3,"['dtype', 'float64', 'zeros']","['dtype([(""field"", np.float64, (n, m))])', 'zeros(q, dtype=dt)']"
3333,11415,/sparse/linalg/_expm_multiply.py__expm_multiply_interval,3,"['linspace', 'empty', 'result_type']","['linspace(start, stop, **linspace_kwargs)', 'empty(X_shape, dtype=np.result_type(A.dtype, B.dtype, float))']"
3334,17577,/stats/_hypotests.py__all_partitions,3,"['arange', 'array', 'ones']","['arange(nx+ny)', 'array(c)', 'ones(nx+ny, bool)']"
3335,13516,/signal/_peak_finding.py__filter_ridge_lines,3,"['ceil', 'ceil', 'empty_like']","['ceil(cwt.shape[0] / 4)', 'ceil(num_points / 20)', 'empty_like(row_one)']"
3336,17564,/stats/_hypotests.py__ed2,3,"['exp', 'sqrt', 'pi']",['exp(-z) * (y/2)**(3/2) * b / np.sqrt(np.pi)']
3337,4046,/fft/_realtransforms.py_idstn,3,"['random.default_rng', 'allclose', 'ndarray']","['random.default_rng()', 'allclose(y, idstn(dstn(y)))']"
3338,4045,/fft/_realtransforms.py_dstn,3,"['random.default_rng', 'allclose', 'ndarray']","['random.default_rng()', 'allclose(y, idstn(dstn(y)))']"
3339,4044,/fft/_realtransforms.py_idctn,3,"['random.default_rng', 'allclose', 'ndarray']","['random.default_rng()', 'allclose(y, idctn(dctn(y)))']"
3340,4043,/fft/_realtransforms.py_dctn,3,"['random.default_rng', 'allclose', 'ndarray']","['random.default_rng()', 'allclose(y, idctn(dctn(y)))']"
3341,18363,/stats/tests/test_distributions.py_test_cdf,3,"['array', 'exp', 'array']","['array([0, 0.5/n, 1/n, 0.5, 1-1.0/n, 1])', 'exp(lg) if v1 != 0 else 0)']"
3342,812,/optimize/_optimize.py_function_wrapper,3,"['copy', 'isscalar', 'asarray']","['copy(x), *(wrapper_args + args))', 'isscalar(fx)', 'asarray(fx).item()']"
3343,6698,/special/_precompute/hyp2f1_data.py_get_result,3,"['isnan', 'isnan', 'isnan']","['isnan(observed) and np.isnan(expected)', 'isnan(observed)']"
3344,13532,/signal/_bsplines.py_cspline1d,3,"['random.default_rng', 'repeat', 'linspace']","['random.default_rng()', 'repeat([0., 1., 0.], 100)', 'linspace(0, len(sig))']"
3345,6716,/special/_precompute/wright_bessel.py_fp,3,"['power', 'cos', 'cos']","['power(1. * eps, -a)', 'cos(phi) - a * x * eps_a * np.cos(a * phi)']"
3346,17575,/stats/_hypotests.py__somers_d,3,"['nan', 'nan', 'errstate']","[""errstate(divide='ignore')""]"
3347,17565,/stats/_hypotests.py__ed3,3,"['exp', 'sqrt', 'pi']",['exp(-z) / np.sqrt(np.pi)']
3348,810,/optimize/_optimize.py_rosen_hess_prod,3,"['arange', 'arange', 'zeros']","['arange(9)', 'arange(9)', 'zeros(len(x), dtype=x.dtype)']"
3349,1218,/optimize/_trustregion_constr/tests/test_qp_subproblem.py_test_trust_region_barely_feasible,3,"['array', 'array', 'linalg.norm']","['array([-2, -3, -3, 1])', 'array([3, 0])', 'linalg.norm(x), trust_radius)']"
3350,1219,/optimize/_trustregion_constr/tests/test_qp_subproblem.py_test_hits_boundary,3,"['array', 'array', 'linalg.norm']","['array([-2, -3, -3, 1])', 'array([3, 0])', 'linalg.norm(x), trust_radius)']"
3351,11438,/sparse/linalg/_special_sparse_arrays.py_eigenvectors,3,"['ones_like', 'unravel_index', 'column_stack']","['ones_like(self.grid_shape) * m))', 'unravel_index(ind, grid_shape_min)', 'column_stack(eigenvectors_list)']"
3352,1221,/optimize/_trustregion_constr/tests/test_qp_subproblem.py_test_negative_curvature,3,"['array', 'array', 'linalg.norm']","['array([-2, -3, -3, 1])', 'array([3, 0])', 'linalg.norm(x), trust_radius)']"
3353,12030,/sparse/linalg/_dsolve/tests/test_linsolve.py_test_shape_compatibility,3,"['linalg.solve', 'ndarray', 'ndarray']","['linalg.solve(A.toarray(), toarray(b))']"
3354,14087,/signal/tests/test_filter_design.py_test_iir_symmetry,3,"['real', 'floating', 'floating']",['real(k))']
3355,3973,/io/tests/test_fortran.py_test_fortran_eof_broken_record,3,"['random.seed', 'random.randn', 'random.randn']","['random.seed(1)', 'random.randn(5))', 'random.randn(3))']"
3356,3972,/io/tests/test_fortran.py_test_fortran_bogus_size,3,"['random.seed', 'random.randn', 'random.randn']","['random.seed(1)', 'random.randn(5))', 'random.randn(3))']"
3357,3971,/io/tests/test_fortran.py_test_fortran_eof_broken_size,3,"['random.seed', 'random.randn', 'random.randn']","['random.seed(1)', 'random.randn(5))', 'random.randn(3))']"
3358,3918,/io/tests/test_idl.py_test_2d,3,"['all', 'float32', 'all']","['all(s.array2d == np.float32(4.)))', 'all(vect_id(s.array2d) == id(s.array2d[0,0])))']"
3359,1339,/optimize/tests/test_milp.py_test_milp_5,3,"['inf', 'inf', 'inf']",[]
